,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
11,9,1 | 0.0%,1 | 0.0%,0 | 0.0%,2 | 0.0%,1 | 0.0%,13 | 0.01%,22 | 0.01%,32 | 0.02%,89 | 0.05%,150 | 0.09%,179 | 0.1%,202 | 0.12%,259 | 0.15%,267 | 0.15%,311 | 0.18%,305 | 0.18%,328 | 0.19%,234 | 0.13%,210 | 0.12%,179 | 0.1%,140 | 0.08%,89 | 0.05%,86 | 0.05%,76 | 0.04%,62 | 0.04%,44 | 0.03%,14 | 0.01%,14 | 0.01%,8 | 0.0%,3 | 0.0%,2 | 0.0%,4 | 0.0%,3 | 0.0%,1 | 0.0%,0 | 0.0%,2 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
12,10,1 | 0.0%,1 | 0.0%,2 | 0.0%,0 | 0.0%,1 | 0.0%,7 | 0.0%,16 | 0.01%,32 | 0.02%,53 | 0.03%,133 | 0.08%,174 | 0.1%,191 | 0.11%,227 | 0.13%,205 | 0.12%,234 | 0.13%,281 | 0.16%,244 | 0.14%,259 | 0.15%,181 | 0.1%,201 | 0.12%,143 | 0.08%,92 | 0.05%,78 | 0.04%,52 | 0.03%,51 | 0.03%,36 | 0.02%,23 | 0.01%,9 | 0.01%,13 | 0.01%,15 | 0.01%,5 | 0.0%,1 | 0.0%,3 | 0.0%,2 | 0.0%,3 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
13,11,0 | 0.0%,0 | 0.0%,2 | 0.0%,1 | 0.0%,1 | 0.0%,4 | 0.0%,12 | 0.01%,19 | 0.01%,51 | 0.03%,74 | 0.04%,114 | 0.07%,165 | 0.09%,175 | 0.1%,182 | 0.1%,210 | 0.12%,226 | 0.13%,191 | 0.11%,154 | 0.09%,170 | 0.1%,163 | 0.09%,131 | 0.08%,104 | 0.06%,75 | 0.04%,52 | 0.03%,49 | 0.03%,33 | 0.02%,23 | 0.01%,12 | 0.01%,30 | 0.02%,9 | 0.01%,4 | 0.0%,2 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
14,12,0 | 0.0%,5 | 0.0%,2 | 0.0%,0 | 0.0%,1 | 0.0%,2 | 0.0%,12 | 0.01%,19 | 0.01%,32 | 0.02%,73 | 0.04%,84 | 0.05%,131 | 0.08%,126 | 0.07%,159 | 0.09%,147 | 0.08%,154 | 0.09%,129 | 0.07%,125 | 0.07%,110 | 0.06%,116 | 0.07%,86 | 0.05%,96 | 0.06%,92 | 0.05%,44 | 0.03%,45 | 0.03%,63 | 0.04%,19 | 0.01%,26 | 0.01%,42 | 0.02%,16 | 0.01%,6 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
15,13,0 | 0.0%,0 | 0.0%,2 | 0.0%,0 | 0.0%,3 | 0.0%,1 | 0.0%,2 | 0.0%,12 | 0.01%,25 | 0.01%,51 | 0.03%,57 | 0.03%,101 | 0.06%,106 | 0.06%,121 | 0.07%,149 | 0.09%,96 | 0.06%,127 | 0.07%,125 | 0.07%,101 | 0.06%,66 | 0.04%,69 | 0.04%,61 | 0.04%,58 | 0.03%,48 | 0.03%,48 | 0.03%,37 | 0.02%,33 | 0.02%,14 | 0.01%,10 | 0.01%,4 | 0.0%,5 | 0.0%,3 | 0.0%,2 | 0.0%,1 | 0.0%,0 | 0.0%,3 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
16,14,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,2 | 0.0%,1 | 0.0%,2 | 0.0%,17 | 0.01%,25 | 0.01%,35 | 0.02%,55 | 0.03%,61 | 0.04%,68 | 0.04%,83 | 0.05%,88 | 0.05%,72 | 0.04%,88 | 0.05%,107 | 0.06%,74 | 0.04%,56 | 0.03%,47 | 0.03%,41 | 0.02%,47 | 0.03%,52 | 0.03%,23 | 0.01%,30 | 0.02%,19 | 0.01%,21 | 0.01%,14 | 0.01%,7 | 0.0%,1 | 0.0%,2 | 0.0%,2 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
17,15,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,8 | 0.0%,7 | 0.0%,17 | 0.01%,39 | 0.02%,50 | 0.03%,58 | 0.03%,57 | 0.03%,60 | 0.03%,63 | 0.04%,69 | 0.04%,56 | 0.03%,59 | 0.03%,47 | 0.03%,49 | 0.03%,39 | 0.02%,37 | 0.02%,41 | 0.02%,35 | 0.02%,34 | 0.02%,21 | 0.01%,19 | 0.01%,6 | 0.0%,7 | 0.0%,8 | 0.0%,2 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
18,16,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,2 | 0.0%,9 | 0.01%,9 | 0.01%,31 | 0.02%,45 | 0.03%,67 | 0.04%,49 | 0.03%,50 | 0.03%,47 | 0.03%,45 | 0.03%,49 | 0.03%,23 | 0.01%,36 | 0.02%,22 | 0.01%,53 | 0.03%,30 | 0.02%,29 | 0.02%,21 | 0.01%,15 | 0.01%,13 | 0.01%,20 | 0.01%,13 | 0.01%,6 | 0.0%,7 | 0.0%,3 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
19,17,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,2 | 0.0%,12 | 0.01%,16 | 0.01%,48 | 0.03%,45 | 0.03%,41 | 0.02%,26 | 0.01%,59 | 0.03%,44 | 0.03%,23 | 0.01%,14 | 0.01%,31 | 0.02%,31 | 0.02%,23 | 0.01%,19 | 0.01%,26 | 0.01%,20 | 0.01%,14 | 0.01%,11 | 0.01%,6 | 0.0%,7 | 0.0%,3 | 0.0%,2 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
20,18,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,2 | 0.0%,4 | 0.0%,13 | 0.01%,18 | 0.01%,23 | 0.01%,29 | 0.02%,16 | 0.01%,40 | 0.02%,29 | 0.02%,40 | 0.02%,20 | 0.01%,22 | 0.01%,18 | 0.01%,9 | 0.01%,16 | 0.01%,20 | 0.01%,11 | 0.01%,16 | 0.01%,8 | 0.0%,8 | 0.0%,7 | 0.0%,5 | 0.0%,3 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
21,19,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,6 | 0.0%,8 | 0.0%,13 | 0.01%,20 | 0.01%,18 | 0.01%,25 | 0.01%,28 | 0.02%,26 | 0.01%,24 | 0.01%,17 | 0.01%,22 | 0.01%,14 | 0.01%,6 | 0.0%,11 | 0.01%,17 | 0.01%,17 | 0.01%,10 | 0.01%,8 | 0.0%,4 | 0.0%,9 | 0.01%,10 | 0.01%,1 | 0.0%,2 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
22,20,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,2 | 0.0%,0 | 0.0%,3 | 0.0%,10 | 0.01%,10 | 0.01%,15 | 0.01%,19 | 0.01%,14 | 0.01%,24 | 0.01%,15 | 0.01%,23 | 0.01%,12 | 0.01%,13 | 0.01%,11 | 0.01%,7 | 0.0%,10 | 0.01%,5 | 0.0%,8 | 0.0%,4 | 0.0%,6 | 0.0%,2 | 0.0%,1 | 0.0%,9 | 0.01%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
23,21,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,3 | 0.0%,3 | 0.0%,0 | 0.0%,5 | 0.0%,14 | 0.01%,8 | 0.0%,10 | 0.01%,12 | 0.01%,13 | 0.01%,9 | 0.01%,9 | 0.01%,9 | 0.01%,2 | 0.0%,10 | 0.01%,3 | 0.0%,8 | 0.0%,6 | 0.0%,5 | 0.0%,3 | 0.0%,2 | 0.0%,4 | 0.0%,4 | 0.0%,9 | 0.01%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
24,22,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,6 | 0.0%,8 | 0.0%,7 | 0.0%,7 | 0.0%,16 | 0.01%,6 | 0.0%,11 | 0.01%,10 | 0.01%,9 | 0.01%,4 | 0.0%,6 | 0.0%,8 | 0.0%,7 | 0.0%,3 | 0.0%,6 | 0.0%,1 | 0.0%,2 | 0.0%,2 | 0.0%,3 | 0.0%,4 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
25,23,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,3 | 0.0%,3 | 0.0%,7 | 0.0%,7 | 0.0%,4 | 0.0%,5 | 0.0%,6 | 0.0%,5 | 0.0%,6 | 0.0%,3 | 0.0%,4 | 0.0%,5 | 0.0%,3 | 0.0%,3 | 0.0%,5 | 0.0%,3 | 0.0%,2 | 0.0%,3 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
26,24,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,3 | 0.0%,0 | 0.0%,0 | 0.0%,2 | 0.0%,3 | 0.0%,1 | 0.0%,4 | 0.0%,2 | 0.0%,9 | 0.01%,4 | 0.0%,3 | 0.0%,5 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,1 | 0.0%,2 | 0.0%,3 | 0.0%,3 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
27,25,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,1 | 0.0%,1 | 0.0%,6 | 0.0%,6 | 0.0%,3 | 0.0%,1 | 0.0%,4 | 0.0%,7 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,3 | 0.0%,2 | 0.0%,1 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
28,26,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,3 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,1 | 0.0%,2 | 0.0%,4 | 0.0%,3 | 0.0%,3 | 0.0%,5 | 0.0%,3 | 0.0%,2 | 0.0%,3 | 0.0%,1 | 0.0%,3 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,2 | 0.0%,2 | 0.0%,1 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
29,27,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,2 | 0.0%,3 | 0.0%,3 | 0.0%,3 | 0.0%,1 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
30,28,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,2 | 0.0%,1 | 0.0%,2 | 0.0%,2 | 0.0%,0 | 0.0%,6 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
31,29,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,2 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
32,30,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,1 | 0.0%,3 | 0.0%,2 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
33,31,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,4 | 0.0%,1 | 0.0%,0 | 0.0%,4 | 0.0%,17 | 0.01%,5 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
34,32,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,2 | 0.0%,0 | 0.0%,1 | 0.0%,2 | 0.0%,16 | 0.01%,8 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
35,33,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,2 | 0.0%,3 | 0.0%,0 | 0.0%,1 | 0.0%,3 | 0.0%,2 | 0.0%,1 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,0 | 0.0%,
